datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),surface_pressure (Pa),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),absolute_humidity (g/m^3),rainfall (mm)
3/8/2024 10:00,"(42.089797, -76.807734)",4.82,0.63,2.51,97327.21,0.0,0.0,0.0,4.231503087468107,0.0
3/8/2024 11:00,"(42.089797, -76.807734)",6.77,0.55,2.83,97338.64,0.0,0.0,0.0,4.199280291821483,0.0
3/8/2024 12:00,"(42.089797, -76.807734)",9.8,0.45,2.9,97269.34,0.0,0.0,0.0,4.175844380013647,0.0
3/8/2024 13:00,"(42.089797, -76.807734)",11.14,0.4,2.88,97221.2,0.0,0.0,0.0,4.040078283672443,0.0
3/8/2024 14:00,"(42.089797, -76.807734)",12.38,0.36,3.23,97143.77,0.0,0.0,0.0,3.9294009427561143,0.0
3/8/2024 15:00,"(42.089797, -76.807734)",13.17,0.34,3.58,97053.22,0.0,0.0,0.0,3.897552612976936,0.0
3/8/2024 16:00,"(42.089797, -76.807734)",13.12,0.33,4.01,97017.84,0.0,0.0,0.0,3.7712354472909833,0.0
3/8/2024 17:00,"(42.089797, -76.807734)",11.77,0.36,3.16,96992.32,0.0,0.0,0.0,3.78262870596783,0.0
3/8/2024 18:00,"(42.089797, -76.807734)",10.22,0.42,3.79,96960.6,0.0,0.0,0.0,4.002748904467833,0.0
3/8/2024 19:00,"(42.089797, -76.807734)",9.35,0.47,4.15,96912.5,0.0,0.0,0.0,4.238195670661529,0.0
3/8/2024 20:00,"(42.089797, -76.807734)",8.53,0.51,4.68,96990.13,0.0,0.0,0.0,4.363652741097341,0.0
3/8/2024 21:00,"(42.089797, -76.807734)",8.34,0.53,5.12,97031.4,0.0,0.0,0.0,4.479712935262622,0.0
3/8/2024 22:00,"(42.089797, -76.807734)",8.15,0.53,4.9,96937.21,0.0,0.0,0.0,4.42523323923784,0.0
3/8/2024 23:00,"(42.089797, -76.807734)",8.02,0.54,5.08,96902.96,0.0,0.0,0.0,4.471089266011468,0.0
3/9/2024 0:00,"(42.089797, -76.807734)",7.38,0.58,5.26,96862.99,0.0,0.0,0.0,4.60751646959109,0.0
3/9/2024 1:00,"(42.089797, -76.807734)",6.93,0.62,5.61,96841.15,0.0,0.0,0.0,4.783334784858196,0.0
3/9/2024 2:00,"(42.089797, -76.807734)",6.42,0.61,5.79,96821.9,0.0,0.0,0.0,4.552169384476146,0.0
3/9/2024 3:00,"(42.089797, -76.807734)",5.84,0.55,5.87,96735.52,0.0,0.0,0.0,3.9513256506745935,0.0
3/9/2024 4:00,"(42.089797, -76.807734)",5.47,0.49,6.04,96681.95,0.0,0.0,0.0,3.4356055753674966,0.0
3/9/2024 5:00,"(42.089797, -76.807734)",4.72,0.5,5.75,96607.65,0.03,0.01,0.0,3.3361489041167163,0.019999999999999997
3/9/2024 6:00,"(42.089797, -76.807734)",4.31,0.55,5.75,96511.41,0.12,0.09,0.0,3.5711683974141795,0.03
3/9/2024 7:00,"(42.089797, -76.807734)",4.09,0.61,6.03,96462.17,0.17,0.11,0.0,3.9031401291722325,0.06000000000000001
3/9/2024 8:00,"(42.089797, -76.807734)",3.97,0.68,6.28,96363.17,0.16,0.04,0.0,4.316357203938433,0.12
3/9/2024 9:00,"(42.089797, -76.807734)",4.69,0.7,6.53,96284.17,0.11,0.0,0.0,4.661325026255031,0.11
3/9/2024 10:00,"(42.089797, -76.807734)",5.34,0.67,6.61,96206.22,0.04,0.0,0.0,4.657570925247015,0.04
3/9/2024 11:00,"(42.089797, -76.807734)",6.04,0.67,6.81,96140.99,0.04,0.0,0.0,4.8770419778674166,0.04
3/9/2024 12:00,"(42.089797, -76.807734)",5.56,0.78,6.36,96054.64,0.46,0.0,0.0,5.501442885690665,0.46
3/9/2024 13:00,"(42.089797, -76.807734)",5.14,0.87,5.84,95973.63,0.52,0.0,0.0,5.968553063817909,0.52
3/9/2024 14:00,"(42.089797, -76.807734)",4.78,0.91,5.75,95931.42,1.93,0.0,0.0,6.09599099697028,1.93
3/9/2024 15:00,"(42.089797, -76.807734)",4.73,0.91,5.32,95842.29,2.14,0.0,0.0,6.075818495755602,2.14
3/9/2024 16:00,"(42.089797, -76.807734)",4.63,0.91,4.62,95726.5,1.85,0.0,0.0,6.03564848633176,1.85
3/9/2024 17:00,"(42.089797, -76.807734)",3.95,0.92,4.55,95616.26,1.3,0.0,0.0,5.831988329273664,1.3
3/9/2024 18:00,"(42.089797, -76.807734)",3.93,0.92,4.6,95499.72,1.45,0.0,0.0,5.824208353764272,1.45
3/9/2024 19:00,"(42.089797, -76.807734)",4.04,0.92,4.41,95415.8,1.95,0.0,0.0,5.86711082206997,1.95
3/9/2024 20:00,"(42.089797, -76.807734)",4.03,0.93,4.2,95319.43,1.81,0.0,0.0,5.9269296348791425,1.81
3/9/2024 21:00,"(42.089797, -76.807734)",3.86,0.93,3.07,95247.8,1.77,0.0,0.0,5.8600612963003025,1.77
3/9/2024 22:00,"(42.089797, -76.807734)",3.68,0.94,1.7,95160.46,2.13,0.0,0.0,5.852237578152341,2.13
3/9/2024 23:00,"(42.089797, -76.807734)",3.58,0.94,0.79,95085.39,2.11,0.0,0.0,5.813205875786749,2.11
3/10/2024 0:00,"(42.089797, -76.807734)",3.45,0.94,0.33,95026.22,0.99,0.0,0.0,5.762805294523626,0.99
3/10/2024 1:00,"(42.089797, -76.807734)",3.67,0.93,1.52,94965.09,0.6,0.0,0.0,5.786107903560088,0.6
3/10/2024 3:00,"(42.089797, -76.807734)",3.66,0.94,3.0,94926.73,0.31,0.0,0.0,5.844412946756227,0.31
3/10/2024 4:00,"(42.089797, -76.807734)",3.08,0.94,4.1,94887.77,0.13,0.0,0.0,5.621444335532264,0.13
3/10/2024 5:00,"(42.089797, -76.807734)",2.56,0.93,4.19,94855.26,0.06,0.0,0.0,5.370164446995708,0.06
3/10/2024 6:00,"(42.089797, -76.807734)",2.69,0.87,3.44,94931.0,0.03,0.0,0.0,5.06796926117601,0.03
3/10/2024 7:00,"(42.089797, -76.807734)",2.84,0.86,3.11,94903.88,0.03,0.0,0.0,5.060626172956725,0.03
3/10/2024 8:00,"(42.089797, -76.807734)",2.82,0.86,3.17,94866.36,0.04,0.0,0.0,5.053812187236851,0.04
3/10/2024 9:00,"(42.089797, -76.807734)",2.85,0.84,3.12,94878.97,0.09,0.01,0.0,4.946267897629038,0.08
3/10/2024 10:00,"(42.089797, -76.807734)",3.01,0.73,3.7,94856.88,0.09,0.02,0.0,4.345087784048088,0.06999999999999999
3/10/2024 11:00,"(42.089797, -76.807734)",3.38,0.66,4.38,94866.76,0.06,0.01,0.0,4.027281541755313,0.049999999999999996
3/10/2024 12:00,"(42.089797, -76.807734)",3.43,0.6,4.98,94830.53,0.07,0.01,0.0,3.6734587630481945,0.060000000000000005
3/10/2024 13:00,"(42.089797, -76.807734)",3.09,0.62,5.38,94791.32,0.11,0.01,0.0,3.710254537068173,0.1
3/10/2024 14:00,"(42.089797, -76.807734)",3.24,0.65,5.24,94722.19,0.1,0.0,0.0,3.929178435825039,0.1
3/10/2024 15:00,"(42.089797, -76.807734)",1.93,0.68,6.23,94694.62,0.68,0.42,0.0,3.7626189491942386,0.26000000000000006
3/10/2024 16:00,"(42.089797, -76.807734)",1.06,0.72,6.98,94771.24,0.38,0.25,0.0,3.7546722525589575,0.13
3/10/2024 17:00,"(42.089797, -76.807734)",1.1,0.72,6.45,94808.83,0.12,0.07,0.0,3.7649542868558212,0.04999999999999999
3/10/2024 18:00,"(42.089797, -76.807734)",-0.31,0.74,6.7,94927.39,0.06,0.05,0.0,3.511965532105831,0.009999999999999995
3/10/2024 19:00,"(42.089797, -76.807734)",-1.23,0.78,6.01,94968.84,0.03,0.03,0.0,3.4726878100916965,0.0
3/10/2024 20:00,"(42.089797, -76.807734)",-1.58,0.75,5.83,95012.17,0.03,0.03,0.0,3.2585118503500086,0.0
3/10/2024 21:00,"(42.089797, -76.807734)",-2.05,0.73,6.47,95061.46,0.05,0.05,0.0,3.0688753557133652,0.0
3/10/2024 22:00,"(42.089797, -76.807734)",-1.85,0.71,7.0,95156.23,0.07,0.07,0.0,3.02696597030083,0.0
3/10/2024 23:00,"(42.089797, -76.807734)",-1.68,0.68,7.32,95196.77,0.08,0.08,0.0,2.933788733518272,0.0
3/11/2024 0:00,"(42.089797, -76.807734)",-1.65,0.71,8.08,95237.59,0.1,0.1,0.0,3.069657907596263,0.0
3/11/2024 1:00,"(42.089797, -76.807734)",-1.4,0.71,7.15,95298.06,0.12,0.12,0.0,3.1237660269286334,0.0
3/11/2024 2:00,"(42.089797, -76.807734)",-1.34,0.72,6.99,95352.76,0.13,0.13,0.0,3.181057295797757,0.0
3/11/2024 3:00,"(42.089797, -76.807734)",-1.23,0.73,7.07,95397.19,0.16,0.15,0.0,3.2500796171371,0.010000000000000009
3/11/2024 4:00,"(42.089797, -76.807734)",-0.74,0.71,7.4,95444.71,0.1,0.09,0.0,3.2706564827983993,0.010000000000000009
3/11/2024 5:00,"(42.089797, -76.807734)",-0.84,0.68,6.4,95481.71,0.04,0.04,0.0,3.110777685578097,0.0
3/11/2024 6:00,"(42.089797, -76.807734)",-0.81,0.61,7.27,95570.61,0.03,0.02,0.0,2.796373143074048,0.009999999999999998
3/11/2024 7:00,"(42.089797, -76.807734)",-0.92,0.61,7.37,95689.9,0.02,0.01,0.0,2.7750757155195362,0.01
3/11/2024 8:00,"(42.089797, -76.807734)",-0.99,0.6,6.9,95779.28,0.01,0.01,0.0,2.7163249914029017,0.0
3/11/2024 9:00,"(42.089797, -76.807734)",-0.67,0.57,8.28,95881.37,0.0,0.0,0.0,2.63852663717931,0.0
3/11/2024 10:00,"(42.089797, -76.807734)",0.92,0.52,8.77,95944.5,0.0,0.0,0.0,2.685856855956507,0.0
3/11/2024 11:00,"(42.089797, -76.807734)",2.14,0.46,8.47,96025.91,0.0,0.0,0.0,2.581811297773133,0.0
3/11/2024 12:00,"(42.089797, -76.807734)",3.25,0.41,8.24,96020.57,0.0,0.0,0.0,2.4800692922954437,0.0
3/11/2024 13:00,"(42.089797, -76.807734)",4.71,0.37,8.2,96052.29,0.0,0.0,0.0,2.4671135870484373,0.0
3/11/2024 14:00,"(42.089797, -76.807734)",5.54,0.34,7.99,96033.87,0.0,0.0,0.0,2.394908441200368,0.0
3/11/2024 15:00,"(42.089797, -76.807734)",6.15,0.33,7.6,96023.71,0.0,0.0,0.0,2.4195101560468335,0.0
3/11/2024 16:00,"(42.089797, -76.807734)",6.46,0.34,7.41,96062.4,0.0,0.0,0.0,2.5439178355603236,0.0
3/11/2024 17:00,"(42.089797, -76.807734)",6.2,0.36,6.96,96103.37,0.0,0.0,0.0,2.6481258347645564,0.0
3/11/2024 18:00,"(42.089797, -76.807734)",4.92,0.42,4.68,96107.46,0.0,0.0,0.0,2.8397472875636005,0.0
3/11/2024 19:00,"(42.089797, -76.807734)",4.12,0.44,4.57,96128.42,0.0,0.0,0.0,2.821015036595511,0.0
3/11/2024 20:00,"(42.089797, -76.807734)",3.62,0.45,4.77,96223.55,0.0,0.0,0.0,2.7903787364760415,0.0
3/11/2024 21:00,"(42.089797, -76.807734)",3.17,0.46,4.55,96261.92,0.0,0.0,0.0,2.7676081512808075,0.0
3/11/2024 22:00,"(42.089797, -76.807734)",2.56,0.48,4.21,96232.79,0.0,0.0,0.0,2.771697779094559,0.0
3/11/2024 23:00,"(42.089797, -76.807734)",2.54,0.46,4.42,96258.18,0.0,0.0,0.0,2.652625451654405,0.0
3/12/2024 0:00,"(42.089797, -76.807734)",2.59,0.46,4.18,96240.54,0.01,0.0,0.0,2.661595706006599,0.01
3/12/2024 1:00,"(42.089797, -76.807734)",3.09,0.46,3.55,96162.6,0.0,0.0,0.0,2.7527694952441286,0.0
3/12/2024 2:00,"(42.089797, -76.807734)",3.26,0.48,3.23,96082.59,0.0,0.0,0.0,2.9054455062404623,0.0
3/12/2024 3:00,"(42.089797, -76.807734)",3.64,0.49,3.45,95982.54,0.0,0.0,0.0,3.0424816598192983,0.0
3/12/2024 4:00,"(42.089797, -76.807734)",3.46,0.54,3.64,95946.2,0.0,0.0,0.0,3.312767091626491,0.0
3/12/2024 5:00,"(42.089797, -76.807734)",3.74,0.58,3.55,95930.23,0.0,0.0,0.0,3.6254729405298827,0.0
3/12/2024 6:00,"(42.089797, -76.807734)",2.46,0.67,3.6,95948.97,0.0,0.0,0.0,3.8427822377156944,0.0
3/12/2024 7:00,"(42.089797, -76.807734)",2.18,0.7,3.18,95999.32,0.0,0.0,0.0,3.9395047389931785,0.0
3/12/2024 8:00,"(42.089797, -76.807734)",2.02,0.73,3.04,96072.04,0.0,0.0,0.0,4.064025116733911,0.0
3/12/2024 9:00,"(42.089797, -76.807734)",4.61,0.67,2.76,96088.59,0.0,0.0,0.0,4.437934518624713,0.0
3/12/2024 10:00,"(42.089797, -76.807734)",8.62,0.57,3.26,96088.27,0.0,0.0,0.0,4.905295581601064,0.0
3/12/2024 11:00,"(42.089797, -76.807734)",10.38,0.53,3.34,96120.0,0.0,0.0,0.0,5.102521238385782,0.0
3/12/2024 12:00,"(42.089797, -76.807734)",11.76,0.48,3.32,96103.12,0.0,0.0,0.0,5.040350491494464,0.0
3/12/2024 13:00,"(42.089797, -76.807734)",13.68,0.42,3.64,96088.44,0.0,0.0,0.0,4.968593685341375,0.0
3/12/2024 14:00,"(42.089797, -76.807734)",14.96,0.37,3.85,96034.52,0.0,0.0,0.0,4.734230399936402,0.0
3/12/2024 15:00,"(42.089797, -76.807734)",15.58,0.34,3.9,95995.08,0.0,0.0,0.0,4.517513992056323,0.0
3/12/2024 16:00,"(42.089797, -76.807734)",16.4,0.31,3.76,95956.5,0.0,0.0,0.0,4.328238464856861,0.0
3/12/2024 17:00,"(42.089797, -76.807734)",16.57,0.28,3.47,95958.85,0.0,0.0,0.0,3.9495992052592763,0.0
3/12/2024 18:00,"(42.089797, -76.807734)",15.0,0.34,2.46,95945.1,0.0,0.0,0.0,4.360992915542621,0.0
3/12/2024 19:00,"(42.089797, -76.807734)",13.08,0.43,1.77,95992.81,0.0,0.0,0.0,4.90188456371843,0.0
3/12/2024 20:00,"(42.089797, -76.807734)",10.9,0.49,2.21,96038.41,0.0,0.0,0.0,4.874890586053873,0.0
3/12/2024 21:00,"(42.089797, -76.807734)",9.07,0.57,1.58,96081.61,0.0,0.0,0.0,5.0488082760346416,0.0
3/12/2024 22:00,"(42.089797, -76.807734)",7.64,0.62,0.93,96086.96,0.0,0.0,0.0,5.008950313287483,0.0
3/12/2024 23:00,"(42.089797, -76.807734)",6.13,0.69,0.9,96100.33,0.0,0.0,0.0,5.0523495705365855,0.0
3/13/2024 0:00,"(42.089797, -76.807734)",5.57,0.72,1.12,96096.3,0.0,0.0,0.0,5.0815999338510816,0.0
3/13/2024 1:00,"(42.089797, -76.807734)",4.31,0.79,1.72,96082.1,0.0,0.0,0.0,5.129496425376731,0.0
3/13/2024 2:00,"(42.089797, -76.807734)",4.17,0.8,1.91,96088.09,0.0,0.0,0.0,5.146234689422938,0.0
3/13/2024 3:00,"(42.089797, -76.807734)",4.12,0.81,2.13,96096.77,0.0,0.0,0.0,5.1932322264599176,0.0
3/13/2024 4:00,"(42.089797, -76.807734)",3.95,0.81,2.42,96055.88,0.0,0.0,0.0,5.134685376860508,0.0
3/13/2024 5:00,"(42.089797, -76.807734)",4.27,0.78,2.47,96070.57,0.0,0.0,0.0,5.051102055916125,0.0
3/13/2024 6:00,"(42.089797, -76.807734)",3.67,0.79,2.86,96073.91,0.0,0.0,0.0,4.915080907325237,0.0
3/13/2024 7:00,"(42.089797, -76.807734)",4.03,0.76,2.66,96099.21,0.0,0.0,0.0,4.843512389793707,0.0
3/13/2024 8:00,"(42.089797, -76.807734)",4.16,0.74,2.78,96111.93,0.0,0.0,0.0,4.757096854709304,0.0
3/13/2024 9:00,"(42.089797, -76.807734)",5.94,0.68,2.77,96164.29,0.0,0.0,0.0,4.917461974624486,0.0
3/13/2024 10:00,"(42.089797, -76.807734)",11.02,0.53,2.61,96175.84,0.0,0.0,0.0,5.312840435165471,0.0
3/13/2024 11:00,"(42.089797, -76.807734)",14.12,0.43,3.01,96181.84,0.0,0.0,0.0,5.226390936420287,0.0
3/13/2024 12:00,"(42.089797, -76.807734)",16.42,0.38,3.11,96156.47,0.0,0.0,0.0,5.311979623298747,0.0
3/13/2024 13:00,"(42.089797, -76.807734)",18.82,0.34,3.2,96121.27,0.0,0.0,0.0,5.484568121719604,0.0
3/13/2024 14:00,"(42.089797, -76.807734)",20.29,0.31,4.24,96057.23,0.02,0.0,0.0,5.45168113153143,0.02
3/13/2024 15:00,"(42.089797, -76.807734)",20.54,0.3,4.8,96009.63,0.05,0.0,0.0,5.35333928685248,0.05
3/13/2024 16:00,"(42.089797, -76.807734)",20.57,0.3,4.67,95997.46,0.02,0.0,0.0,5.362707290902029,0.02
3/13/2024 17:00,"(42.089797, -76.807734)",20.52,0.29,3.83,96020.4,0.02,0.0,0.0,5.1688650756481165,0.02
3/13/2024 18:00,"(42.089797, -76.807734)",18.54,0.33,2.45,96049.9,0.0,0.0,0.0,5.235805062597866,0.0
3/13/2024 19:00,"(42.089797, -76.807734)",17.13,0.37,2.52,96133.8,0.01,0.0,0.0,5.397563492547727,0.01
3/13/2024 20:00,"(42.089797, -76.807734)",15.36,0.42,2.75,96219.76,0.04,0.0,0.0,5.506422483187439,0.04
3/13/2024 21:00,"(42.089797, -76.807734)",14.08,0.5,2.61,96299.97,0.0,0.0,0.0,6.0622949401357955,0.0
3/13/2024 22:00,"(42.089797, -76.807734)",12.35,0.56,2.29,96382.42,0.0,0.0,0.0,6.10099563692174,0.0
3/13/2024 23:00,"(42.089797, -76.807734)",11.1,0.6,2.19,96394.47,0.0,0.0,0.0,6.0448904606125975,0.0
3/14/2024 0:00,"(42.089797, -76.807734)",10.09,0.64,2.12,96444.86,0.0,0.0,0.0,6.0493659675150715,0.0
3/14/2024 1:00,"(42.089797, -76.807734)",8.48,0.68,2.01,96475.95,0.0,0.0,0.0,5.799539234268908,0.0
3/14/2024 2:00,"(42.089797, -76.807734)",7.02,0.75,2.14,96501.4,0.0,0.0,0.0,5.8202830284367275,0.0
3/14/2024 3:00,"(42.089797, -76.807734)",5.7,0.79,2.04,96536.06,0.0,0.0,0.0,5.623549085410643,0.0
3/14/2024 4:00,"(42.089797, -76.807734)",4.53,0.82,1.78,96516.57,0.0,0.0,0.0,5.402728460667362,0.0
3/14/2024 5:00,"(42.089797, -76.807734)",3.61,0.85,1.76,96597.13,0.0,0.0,0.0,5.267189031390514,0.0
3/14/2024 6:00,"(42.089797, -76.807734)",3.09,0.87,1.67,96630.41,0.0,0.0,0.0,5.206324914918243,0.0
3/14/2024 7:00,"(42.089797, -76.807734)",2.69,0.86,1.37,96697.44,0.0,0.0,0.0,5.009716740932607,0.0
3/14/2024 8:00,"(42.089797, -76.807734)",2.84,0.86,0.95,96734.9,0.0,0.0,0.0,5.060626172956725,0.0
3/14/2024 9:00,"(42.089797, -76.807734)",5.21,0.82,0.62,96798.48,0.0,0.0,0.0,5.651606940268205,0.0
3/14/2024 10:00,"(42.089797, -76.807734)",9.79,0.6,0.58,96839.29,0.0,0.0,0.0,5.564253475947416,0.0
3/14/2024 11:00,"(42.089797, -76.807734)",12.33,0.47,0.38,96834.64,0.0,0.0,0.0,5.114105274674996,0.0
3/14/2024 12:00,"(42.089797, -76.807734)",13.96,0.37,0.3,96784.67,0.0,0.0,0.0,4.45315247352348,0.0
3/14/2024 13:00,"(42.089797, -76.807734)",16.41,0.28,0.57,96695.11,0.0,0.0,0.0,3.9117328483893314,0.0
3/14/2024 14:00,"(42.089797, -76.807734)",17.87,0.24,0.82,96626.22,0.0,0.0,0.0,3.6593241724070786,0.0
3/14/2024 15:00,"(42.089797, -76.807734)",18.87,0.24,1.14,96481.36,0.0,0.0,0.0,3.8829133918656713,0.0
3/14/2024 16:00,"(42.089797, -76.807734)",19.34,0.27,1.93,96393.59,0.0,0.0,0.0,4.491018435589274,0.0
3/14/2024 17:00,"(42.089797, -76.807734)",19.42,0.31,2.39,96373.6,0.0,0.0,0.0,5.180679310655788,0.0
3/14/2024 18:00,"(42.089797, -76.807734)",17.51,0.36,1.6,96293.9,0.0,0.0,0.0,5.372407829256288,0.0
3/14/2024 19:00,"(42.089797, -76.807734)",16.56,0.44,2.72,96278.77,0.01,0.0,0.0,6.2027794593441605,0.01
3/14/2024 20:00,"(42.089797, -76.807734)",16.07,0.49,3.03,96198.8,0.0,0.0,0.0,6.7065417144936035,0.0
3/14/2024 21:00,"(42.089797, -76.807734)",15.4,0.55,3.18,96011.77,0.19,0.0,0.0,7.228335560911672,0.19
3/14/2024 22:00,"(42.089797, -76.807734)",15.12,0.57,3.73,95893.21,0.29,0.0,0.0,7.364710136832456,0.29
3/14/2024 23:00,"(42.089797, -76.807734)",14.76,0.55,4.28,95910.6,0.28,0.0,0.0,6.952023246077428,0.28
3/15/2024 0:00,"(42.089797, -76.807734)",13.88,0.6,5.3,95859.13,0.12,0.0,0.0,7.185900741773151,0.12
3/15/2024 1:00,"(42.089797, -76.807734)",13.2,0.66,5.1,95835.43,0.0,0.0,0.0,7.579887496619609,0.0
3/15/2024 2:00,"(42.089797, -76.807734)",12.7,0.75,4.54,95801.52,0.0,0.0,0.0,8.350742829943675,0.0
3/15/2024 3:00,"(42.089797, -76.807734)",12.68,0.84,4.15,95739.51,0.0,0.0,0.0,9.341224120033175,0.0
3/15/2024 4:00,"(42.089797, -76.807734)",12.76,0.9,3.88,95634.26,0.0,0.0,0.0,10.058282932031187,0.0
3/15/2024 5:00,"(42.089797, -76.807734)",12.36,0.94,3.35,95603.5,0.01,0.0,0.0,10.24733534287567,0.01
3/15/2024 6:00,"(42.089797, -76.807734)",11.81,0.93,2.94,95600.41,0.17,0.0,0.0,9.796271075147423,0.17
3/15/2024 7:00,"(42.089797, -76.807734)",11.35,0.93,3.26,95654.79,1.01,0.0,0.0,9.517941756825953,1.01
3/15/2024 8:00,"(42.089797, -76.807734)",9.21,0.94,4.81,95799.04,1.29,0.0,0.0,8.400955360395109,1.29
3/15/2024 9:00,"(42.089797, -76.807734)",6.3,0.91,4.19,95961.41,0.18,0.0,0.0,6.73784403236819,0.18
3/15/2024 10:00,"(42.089797, -76.807734)",6.27,0.88,3.45,95964.64,0.01,0.0,0.0,6.502935528326494,0.01
3/15/2024 11:00,"(42.089797, -76.807734)",6.67,0.84,3.86,95977.29,0.0,0.0,0.0,6.3717552745503045,0.0
3/15/2024 12:00,"(42.089797, -76.807734)",7.16,0.84,4.2,96029.15,0.0,0.0,0.0,6.5783246891943525,0.0
3/15/2024 13:00,"(42.089797, -76.807734)",7.82,0.79,4.62,96035.41,0.0,0.0,0.0,6.45710620050402,0.0
3/15/2024 14:00,"(42.089797, -76.807734)",8.09,0.77,4.62,96067.06,0.0,0.0,0.0,6.404292766618766,0.0
3/15/2024 15:00,"(42.089797, -76.807734)",8.15,0.74,4.31,96015.0,0.0,0.0,0.0,6.178627541577361,0.0
3/15/2024 16:00,"(42.089797, -76.807734)",8.15,0.72,4.0,96025.18,0.0,0.0,0.0,6.011637608021216,0.0
3/15/2024 17:00,"(42.089797, -76.807734)",7.85,0.72,3.74,96006.63,0.0,0.0,0.0,5.89637691360871,0.0
3/15/2024 18:00,"(42.089797, -76.807734)",6.99,0.72,3.18,96084.43,0.0,0.0,0.0,5.576576066930758,0.0
3/15/2024 19:00,"(42.089797, -76.807734)",6.79,0.71,3.34,96115.62,0.0,0.0,0.0,5.427960964332775,0.0
3/15/2024 20:00,"(42.089797, -76.807734)",6.17,0.74,2.71,96123.08,0.0,0.0,0.0,5.432682736187303,0.0
3/15/2024 21:00,"(42.089797, -76.807734)",5.65,0.77,2.2,96137.13,0.0,0.0,0.0,5.463181011928344,0.0
3/15/2024 22:00,"(42.089797, -76.807734)",4.98,0.8,1.88,96116.7,0.0,0.0,0.0,5.430564962666261,0.0
3/15/2024 23:00,"(42.089797, -76.807734)",4.54,0.82,2.29,96099.04,0.0,0.0,0.0,5.4063178428900285,0.0
